model	objective	reaction	status	value
Human-GEM.xml	obj	MAR00374	optimal	187.35363
Human-GEM.xml	obj	MAR00375	optimal	187.35363
Human-GEM.xml	obj	MAR00376	optimal	187.35363
Human-GEM.xml	obj	MAR00377	optimal	187.35363
Human-GEM.xml	obj	MAR00378	optimal	187.35363
Human-GEM.xml	obj	MAR00379	optimal	187.35363
Human-GEM.xml	obj	MAR00380	optimal	187.35363
Human-GEM.xml	obj	MAR00381	optimal	187.35363
Human-GEM.xml	obj	MAR00382	optimal	187.35363
Human-GEM.xml	obj	MAR00383	optimal	187.35363
Human-GEM.xml	obj	MAR00384	optimal	187.35363
Human-GEM.xml	obj	MAR00385	optimal	187.35363
Human-GEM.xml	obj	MAR00386	optimal	187.35363
Human-GEM.xml	obj	MAR00387	optimal	187.35363
Human-GEM.xml	obj	MAR00388	optimal	187.35363
Human-GEM.xml	obj	MAR00389	optimal	187.35363
Human-GEM.xml	obj	MAR00390	optimal	187.35363
Human-GEM.xml	obj	MAR00391	optimal	187.35363
Human-GEM.xml	obj	MAR00392	optimal	187.35363
Human-GEM.xml	obj	MAR00393	optimal	187.35363
Human-GEM.xml	obj	MAR00394	optimal	187.35363
Human-GEM.xml	obj	MAR00395	optimal	187.35363
Human-GEM.xml	obj	MAR00396	optimal	187.35363
Human-GEM.xml	obj	MAR00397	optimal	187.35363
Human-GEM.xml	obj	MAR00398	optimal	187.35363
Human-GEM.xml	obj	MAR00399	optimal	187.35363
Human-GEM.xml	obj	MAR00400	optimal	187.35363
Human-GEM.xml	obj	MAR00401	optimal	187.35363
Human-GEM.xml	obj	MAR00402	optimal	187.35363
Human-GEM.xml	obj	MAR00403	optimal	187.35363
Human-GEM.xml	obj	MAR00404	optimal	187.35363
Human-GEM.xml	obj	MAR00405	optimal	187.35363
Human-GEM.xml	obj	MAR00406	optimal	187.35363
Human-GEM.xml	obj	MAR00407	optimal	187.35363
Human-GEM.xml	obj	MAR00408	optimal	187.35363
Human-GEM.xml	obj	MAR00409	optimal	187.35363
Human-GEM.xml	obj	MAR00410	optimal	187.35363
Human-GEM.xml	obj	MAR00411	optimal	187.35363
Human-GEM.xml	obj	MAR00412	optimal	187.35363
Human-GEM.xml	obj	MAR00413	optimal	187.35363
Human-GEM.xml	obj	MAR00414	optimal	187.35363
Human-GEM.xml	obj	MAR00415	optimal	187.35363
Human-GEM.xml	obj	MAR00416	optimal	187.35363
Human-GEM.xml	obj	MAR00417	optimal	187.35363
Human-GEM.xml	obj	MAR00418	optimal	187.35363
Human-GEM.xml	obj	MAR00419	optimal	187.35363
Human-GEM.xml	obj	MAR00420	optimal	187.35363
Human-GEM.xml	obj	MAR00421	optimal	187.35363
Human-GEM.xml	obj	MAR00422	optimal	187.35363
Human-GEM.xml	obj	MAR00423	optimal	187.35363
Human-GEM.xml	obj	MAR00424	optimal	187.35363
Human-GEM.xml	obj	MAR00425	optimal	187.35363
Human-GEM.xml	obj	MAR00426	optimal	187.35363
Human-GEM.xml	obj	MAR00427	optimal	187.35363
Human-GEM.xml	obj	MAR00428	optimal	187.35363
Human-GEM.xml	obj	MAR00429	optimal	187.35363
Human-GEM.xml	obj	MAR00430	optimal	187.35363
Human-GEM.xml	obj	MAR00431	optimal	187.35363
Human-GEM.xml	obj	MAR00432	optimal	187.35363
Human-GEM.xml	obj	MAR00433	optimal	187.35363
Human-GEM.xml	obj	MAR00434	optimal	187.35363
Human-GEM.xml	obj	MAR00435	optimal	187.35363
Human-GEM.xml	obj	MAR00436	optimal	187.35363
Human-GEM.xml	obj	MAR00437	optimal	187.35363
Human-GEM.xml	obj	MAR00438	optimal	187.35363
Human-GEM.xml	obj	MAR00439	optimal	187.35363
Human-GEM.xml	obj	MAR00440	optimal	187.35363
Human-GEM.xml	obj	MAR00441	optimal	187.35363
Human-GEM.xml	obj	MAR00442	optimal	187.35363
Human-GEM.xml	obj	MAR00443	optimal	187.35363
Human-GEM.xml	obj	MAR00444	optimal	187.35363
Human-GEM.xml	obj	MAR00445	optimal	187.35363
Human-GEM.xml	obj	MAR00446	optimal	187.35363
Human-GEM.xml	obj	MAR00447	optimal	187.35363
Human-GEM.xml	obj	MAR00448	optimal	187.35363
Human-GEM.xml	obj	MAR00449	optimal	187.35363
Human-GEM.xml	obj	MAR00450	optimal	187.35363
Human-GEM.xml	obj	MAR00451	optimal	187.35363
Human-GEM.xml	obj	MAR00452	optimal	187.35363
Human-GEM.xml	obj	MAR00453	optimal	187.35363
Human-GEM.xml	obj	MAR00454	optimal	187.35363
Human-GEM.xml	obj	MAR00455	optimal	187.35363
Human-GEM.xml	obj	MAR00456	optimal	187.35363
Human-GEM.xml	obj	MAR00457	optimal	187.35363
Human-GEM.xml	obj	MAR00458	optimal	187.35363
Human-GEM.xml	obj	MAR00459	optimal	187.35363
Human-GEM.xml	obj	MAR00460	optimal	187.35363
Human-GEM.xml	obj	MAR00461	optimal	187.35363
Human-GEM.xml	obj	MAR00462	optimal	187.35363
Human-GEM.xml	obj	MAR00463	optimal	187.35363
Human-GEM.xml	obj	MAR00464	optimal	187.35363
Human-GEM.xml	obj	MAR00465	optimal	187.35363
Human-GEM.xml	obj	MAR00466	optimal	187.35363
Human-GEM.xml	obj	MAR00467	optimal	187.35363
Human-GEM.xml	obj	MAR00468	optimal	187.35363
Human-GEM.xml	obj	MAR00469	optimal	187.35363
Human-GEM.xml	obj	MAR00470	optimal	187.35363
Human-GEM.xml	obj	MAR00471	optimal	187.35363
Human-GEM.xml	obj	MAR00472	optimal	187.35363
Human-GEM.xml	obj	MAR00473	optimal	187.35363
Human-GEM.xml	obj	MAR00474	optimal	187.35363
Human-GEM.xml	obj	MAR00475	optimal	187.35363
Human-GEM.xml	obj	MAR00476	optimal	187.35363
Human-GEM.xml	obj	MAR00477	optimal	187.35363
Human-GEM.xml	obj	MAR00478	optimal	187.35363
Human-GEM.xml	obj	MAR00479	optimal	187.35363
Human-GEM.xml	obj	MAR00480	optimal	187.35363
Human-GEM.xml	obj	MAR00481	optimal	187.35363
Human-GEM.xml	obj	MAR00482	optimal	187.35363
Human-GEM.xml	obj	MAR00483	optimal	187.35363
Human-GEM.xml	obj	MAR00484	optimal	187.35363
Human-GEM.xml	obj	MAR00485	optimal	187.35363
Human-GEM.xml	obj	MAR00486	optimal	187.35363
Human-GEM.xml	obj	MAR00487	optimal	187.35363
Human-GEM.xml	obj	MAR00488	optimal	187.35363
Human-GEM.xml	obj	MAR00489	optimal	187.35363
Human-GEM.xml	obj	MAR00490	optimal	187.35363
Human-GEM.xml	obj	MAR00491	optimal	187.35363
Human-GEM.xml	obj	MAR00492	optimal	187.35363
Human-GEM.xml	obj	MAR00493	optimal	187.35363
Human-GEM.xml	obj	MAR00494	optimal	187.35363
