model	objective	reaction	status	value
VvuMBEL943_2022.xml	obj	R_R317	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R318	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R319	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R320	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R321	optimal	95.09998
VvuMBEL943_2022.xml	obj	R_R322	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R323	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R324	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R325	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R326	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R327	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R328	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R329	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R330	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R331	optimal	96.366817
VvuMBEL943_2022.xml	obj	R_R332	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R333	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R334	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R335	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R336	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R337	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R338	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R339	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R340	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R341	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R342	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R343	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R344	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R345	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R346	optimal	95.692117
VvuMBEL943_2022.xml	obj	R_R347	optimal	96.402322
